trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.9, 'e': 0.8029100783217314}",20,0,-98.21967052399432,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
185,False,"{'a': 0.9, 'e': 0.8009172961910562}",20,0,-72.43953321522116,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
186,False,"{'a': 0.9, 'e': 0.7989169911436491}",20,0,-113.91959242440284,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
187,False,"{'a': 0.9, 'e': 0.7969092131870319}",25,0,-74.69788302124479,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
188,False,"{'a': 0.9, 'e': 0.7948940125155491}",30,0,-70.99630042541915,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
189,False,"{'a': 0.9, 'e': 0.7928714395091124}",30,0,-116.06361440194483,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
190,False,"{'a': 0.9, 'e': 0.7908415447319417}",25,0,-110.23477552103438,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
191,False,"{'a': 0.9, 'e': 0.7888043789313007}",20,0,-56.95764787816405,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
192,False,"{'a': 0.9, 'e': 0.7867599930362283}",25,0,-107.74908586649714,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
193,False,"{'a': 0.9, 'e': 0.7847084381562655}",20,0,-69.50395130644979,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
194,False,"{'a': 0.9, 'e': 0.7826497655801772}",25,0,-70.6247114997103,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.9, 'e': 0.7805840267746708}",25,0,-123.85905714691533,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
196,False,"{'a': 0.9, 'e': 0.7785112733831087}",20,0,-116.0943038534797,"{0: 8, 1: 1, 2: 10, 3: 1, 4: 0}",0
197,False,"{'a': 0.9, 'e': 0.7764315572242177}",25,0,-78.40438037516424,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
198,False,"{'a': 0.9, 'e': 0.7743449302907939}",25,0,5.82541207281079,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
199,False,"{'a': 0.9, 'e': 0.7722514447484014}",20,0,-132.04412454373957,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
200,False,"{'a': 0.9, 'e': 0.7701511529340699}",20,0,-56.0243784662642,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.9, 'e': 0.7680441073549854}",30,7,-130.19712020501672,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 2}",1
202,False,"{'a': 0.9, 'e': 0.7659303606871777}",25,0,-93.73298059350644,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.9, 'e': 0.7638099657742033}",25,0,-117.64069836618593,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
204,False,"{'a': 0.9, 'e': 0.7616829756258248}",20,2,7.201338630622277,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.9, 'e': 0.759549443416685}",20,0,-44.83310290562057,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
206,False,"{'a': 0.9, 'e': 0.7574094224849777}",25,0,-94.30297266263848,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
207,False,"{'a': 0.9, 'e': 0.7552629663311152}",20,0,-90.62968462606625,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
208,False,"{'a': 0.9, 'e': 0.7531101286163893}",30,0,-103.38822295028238,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
209,False,"{'a': 0.9, 'e': 0.7509509631616307}",25,11,3.2471391297568646,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.7487855239458635}",20,0,-11.527285242337545,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.9, 'e': 0.7466138651049552}",35,6,9.870104594327909,"{0: 24, 1: 5, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.9, 'e': 0.7444360409302637}",20,0,-74.56362740145553,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
213,False,"{'a': 0.9, 'e': 0.7422521058672802}",25,0,-94.53477425605264,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
214,False,"{'a': 0.9, 'e': 0.7400621145142671}",30,0,-217.14742614523263,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
215,False,"{'a': 0.9, 'e': 0.7378661216208944}",25,5,-23.40168934937047,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
216,False,"{'a': 0.9, 'e': 0.73566418208687}",20,0,-27.960880756625173,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
217,False,"{'a': 0.9, 'e': 0.7334563509605676}",20,0,-136.94394377370753,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
218,False,"{'a': 0.9, 'e': 0.7312426834376504}",20,0,-49.1611328847611,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
219,False,"{'a': 0.9, 'e': 0.7290232348596912}",20,0,-57.130201259468286,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
220,False,"{'a': 0.9, 'e': 0.7267980607127886}",20,1,-4.190296418806588,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.7245672166261807}",25,0,-49.55405024648633,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
222,False,"{'a': 0.9, 'e': 0.7223307583708534}",35,0,-72.26490863622206,"{0: 25, 1: 1, 2: 8, 3: 1, 4: 0}",0
223,False,"{'a': 0.9, 'e': 0.7200887418581465}",30,0,-113.35752827228498,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
224,False,"{'a': 0.9, 'e': 0.717841223138356}",20,8,-78.31199746784715,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
225,False,"{'a': 0.9, 'e': 0.7155882583993332}",20,0,-9.197089465519689,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
226,False,"{'a': 0.9, 'e': 0.7133299039650787}",25,0,-216.7151306809759,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 5}",0
227,False,"{'a': 0.9, 'e': 0.711066216294336}",20,6,-116.93481762519541,"{0: 7, 1: 2, 2: 0, 3: 4, 4: 1}",1
228,False,"{'a': 0.9, 'e': 0.708797251979179}",30,0,-18.29301622156376,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
229,False,"{'a': 0.9, 'e': 0.7065230677435974}",25,0,-26.672865659843247,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
230,False,"{'a': 0.9, 'e': 0.7042437204420786}",20,5,-9.419978409255355,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.7019592670581865}",25,0,-17.410291770764164,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
232,False,"{'a': 0.9, 'e': 0.6996697647031366}",30,0,-122.33285989683576,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
233,False,"{'a': 0.9, 'e': 0.6973752706143685}",20,0,-66.93277797354428,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
234,False,"{'a': 0.9, 'e': 0.6950758421541151}",25,0,-102.08035502379443,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 0}",0
235,False,"{'a': 0.9, 'e': 0.692771536807968}",25,3,-78.21917228089438,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
236,False,"{'a': 0.9, 'e': 0.6904624121834408}",25,0,-141.71385098065562,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
237,False,"{'a': 0.9, 'e': 0.688148526008529}",25,0,-37.341436915085154,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
238,False,"{'a': 0.9, 'e': 0.6858299361302664}",35,9,-116.37514142571987,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 1}",1
239,False,"{'a': 0.9, 'e': 0.6835067005132792}",20,0,-96.31926577228882,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
240,False,"{'a': 0.9, 'e': 0.6811788772383368}",30,0,-55.16282816415659,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
241,False,"{'a': 0.9, 'e': 0.6788465245008998}",30,0,-46.18281062250603,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
242,False,"{'a': 0.9, 'e': 0.6765097006096652}",20,0,-61.67591678276647,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
243,False,"{'a': 0.9, 'e': 0.6741684639851084}",35,15,-94.02489973391886,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
244,False,"{'a': 0.9, 'e': 0.6718228731580236}",25,0,-90.60445219120808,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
245,False,"{'a': 0.9, 'e': 0.6694729867680587}",20,0,-54.238095783716794,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
246,False,"{'a': 0.9, 'e': 0.6671188635622514}",20,0,-116.24248723580166,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
247,False,"{'a': 0.9, 'e': 0.664760562393559}",30,0,-133.2713910863963,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
248,False,"{'a': 0.9, 'e': 0.6623981422193881}",20,10,15.804859394012052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.9, 'e': 0.6600316621001199}",20,0,-50.3531960398587,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
250,False,"{'a': 0.9, 'e': 0.6576611811976343}",30,0,-119.2757448926425,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
251,False,"{'a': 0.9, 'e': 0.6552867587738302}",25,0,-72.51629597399965,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
252,False,"{'a': 0.9, 'e': 0.6529084541891447}",25,0,-147.9635787944532,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 2}",0
253,False,"{'a': 0.9, 'e': 0.6505263269010683}",20,2,-16.732773874884337,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.6481404364626593}",25,0,-70.06532791720417,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
255,False,"{'a': 0.9, 'e': 0.6457508425210544}",20,0,-21.931839964838115,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
256,False,"{'a': 0.9, 'e': 0.6433576048159777}",30,0,-82.70637112492571,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
257,False,"{'a': 0.9, 'e': 0.6409607831782472}",25,0,-16.742161703114256,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
258,False,"{'a': 0.9, 'e': 0.6385604375282787}",20,0,-43.62379221057584,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
259,False,"{'a': 0.9, 'e': 0.6361566278745889}",20,0,-21.362008045348272,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
260,False,"{'a': 0.9, 'e': 0.6337494143122937}",20,0,-66.02846189108855,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
261,False,"{'a': 0.9, 'e': 0.6313388570216067}",20,0,-78.67295719180441,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
262,False,"{'a': 0.9, 'e': 0.6289250162663348}",25,0,-152.68601923769694,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
263,False,"{'a': 0.9, 'e': 0.6265079523923711}",30,0,-90.29972874386165,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
264,False,"{'a': 0.9, 'e': 0.6240877258261864}",20,8,-31.10350239019241,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.9, 'e': 0.6216643970733191}",30,17,-11.307119483311354,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
266,False,"{'a': 0.9, 'e': 0.6192380267168616}",20,0,-107.43854981803565,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
267,False,"{'a': 0.9, 'e': 0.6168086754159465}",20,6,-14.061009627328598,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
268,False,"{'a': 0.9, 'e': 0.6143764039042297}",20,0,-121.71369516320013,"{0: 10, 1: 1, 2: 5, 3: 4, 4: 0}",0
269,False,"{'a': 0.9, 'e': 0.6119412729883725}",25,0,-4.182184755335797,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
270,False,"{'a': 0.9, 'e': 0.6095033435465207}",20,0,-32.682002883954574,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
271,False,"{'a': 0.9, 'e': 0.6070626765267837}",25,0,-119.720498753099,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
272,False,"{'a': 0.9, 'e': 0.6046193329457097}",30,0,-124.74387642298618,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
273,False,"{'a': 0.9, 'e': 0.602173373886761}",25,0,-89.58156070537224,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
274,False,"{'a': 0.9, 'e': 0.5997248604987864}",30,0,-125.77406592060969,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
275,False,"{'a': 0.9, 'e': 0.5972738539944936}",30,14,6.8242706872697285,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.5948204156489171}",20,0,-42.91940043797693,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
277,False,"{'a': 0.9, 'e': 0.592364606797888}",20,0,-78.74819193090025,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
278,False,"{'a': 0.9, 'e': 0.5899064888364997}",25,0,-42.52184405642784,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
279,False,"{'a': 0.9, 'e': 0.5874461232175731}",20,2,-20.81053795387999,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.5849835714501204}",20,0,-24.390816080492513,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
281,False,"{'a': 0.9, 'e': 0.5825188950978079}",20,0,-59.17249251145968,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
282,False,"{'a': 0.9, 'e': 0.5800521557774156}",20,0,-81.48497664379974,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
283,False,"{'a': 0.9, 'e': 0.5775834151572983}",20,9,-44.719033757781,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
284,False,"{'a': 0.9, 'e': 0.5751127349558429}",25,18,-2.290589682866581,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.9, 'e': 0.5726401769399256}",20,0,-98.30838050535976,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
286,False,"{'a': 0.9, 'e': 0.5701658029233684}",25,0,-81.4865724060277,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
287,False,"{'a': 0.9, 'e': 0.5676896747653923}",20,0,-92.61583815652257,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
288,False,"{'a': 0.9, 'e': 0.5652118543690727}",20,5,-8.204438953182109,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.5627324036797903}",20,6,-1.7590004894967324,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.5602513846836833}",25,0,-24.793798057597897,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
291,False,"{'a': 0.9, 'e': 0.5577688594060972}",20,0,-4.780439354061976,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
292,False,"{'a': 0.9, 'e': 0.5552848899100348}",30,8,-19.201833206228756,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.5527995382946039}",30,3,-12.843932078545535,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 0}",1
294,False,"{'a': 0.9, 'e': 0.5503128666934659}",25,0,-48.27892449067781,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
295,False,"{'a': 0.9, 'e': 0.5478249372732807}",20,0,-48.928239494731834,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
296,False,"{'a': 0.9, 'e': 0.5453358122321549}",25,0,-120.19795315019007,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
297,False,"{'a': 0.9, 'e': 0.5428455537980842}",30,3,-55.22658188839837,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 2}",1
298,False,"{'a': 0.9, 'e': 0.5403542242274003}",25,0,-51.64056207122324,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
299,False,"{'a': 0.9, 'e': 0.5378618858032124}",30,0,-2.1897539655789497,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
300,False,"{'a': 0.9, 'e': 0.5353686008338514}",25,11,-17.526816473977064,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.5328744316513117}",20,15,7.81212712288086,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.530379440609693}",20,13,-15.844664166103911,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.5278836900836411}",20,0,-62.24624608556853,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
304,False,"{'a': 0.9, 'e': 0.5253872424667896}",25,7,-90.22712437962714,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
305,False,"{'a': 0.9, 'e': 0.5228901601701985}",20,2,-26.063796524045586,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.9, 'e': 0.5203925056207955}",25,0,-52.581400716366325,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
307,False,"{'a': 0.9, 'e': 0.517894341259814}",25,16,19.152869841710164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.515395729541233}",20,0,-45.502715223084515,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
309,False,"{'a': 0.9, 'e': 0.5128967329302154}",30,8,-9.805550032032128,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.5103974139015462}",25,0,-66.14886249333416,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
311,False,"{'a': 0.9, 'e': 0.5078978349380711}",25,3,-17.580883696716157,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.5053980585291337}",25,15,-11.671342435012964,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.5028981471690144}",30,11,21.074011329713496,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.5003981633553666}",20,0,-26.82078925229546,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
315,False,"{'a': 0.9, 'e': 0.49789816958765587}",30,12,18.528289450902243,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.4953982283655958}",25,0,-23.784734003554583,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
317,False,"{'a': 0.9, 'e': 0.49289840218758707}",25,16,-39.58191445310204,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
318,False,"{'a': 0.9, 'e': 0.4903987535491537}",25,0,-23.51216839862441,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
319,False,"{'a': 0.9, 'e': 0.4878993449413816}",20,7,-8.646982190674937,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.48540023884935557}",35,6,-62.75363079970387,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 2}",1
321,False,"{'a': 0.9, 'e': 0.4829014977505981}",30,14,-59.339453159722396,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
322,False,"{'a': 0.9, 'e': 0.48040318411350613}",30,0,-57.98083991731827,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
323,False,"{'a': 0.9, 'e': 0.4779053603957908}",25,12,7.744323392350892,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.4754080890429147}",20,10,-38.99914009881959,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
325,False,"{'a': 0.9, 'e': 0.47291143248653184}",25,9,-3.6688847004953047,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.4704154531429258}",25,0,-39.54699040478911,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
327,False,"{'a': 0.9, 'e': 0.46792021341145046}",25,0,10.195326965107133,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
328,False,"{'a': 0.9, 'e': 0.4654257756729689}",20,0,6.727596169792021,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
329,False,"{'a': 0.9, 'e': 0.4629322022882949}",20,12,3.0912246893473934,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.46043955559663297}",30,3,-53.176502964475425,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.4579478979140208}",20,5,-4.81682517629595,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.4554572915317704}",25,0,-24.41162723207691,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
333,False,"{'a': 0.9, 'e': 0.45296779871491194}",30,0,-74.39405529734557,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.450479481700636}",20,5,-52.666329907252575,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
335,False,"{'a': 0.9, 'e': 0.44799240269673823}",30,19,-21.51528920711595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.9, 'e': 0.44550662388006446}",30,6,-75.39988933639955,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
337,False,"{'a': 0.9, 'e': 0.44302220739495535}",25,14,-9.257203035391697,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.4405392153516939}",30,5,-69.97388407679705,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",1
339,False,"{'a': 0.9, 'e': 0.4380577098249516}",25,20,7.136085460962738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9, 'e': 0.43557775285223765}",30,0,-24.347491892929426,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
341,False,"{'a': 0.9, 'e': 0.433099406432347}",20,0,-0.5763444735521288,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
342,False,"{'a': 0.9, 'e': 0.4306227325238112}",20,16,7.722347240179475,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.4281477930433488}",25,13,-32.89676913312953,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.4256746498643182}",30,0,-63.33172462111103,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
345,False,"{'a': 0.9, 'e': 0.4232033648151697}",25,19,-28.557350365328134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.9, 'e': 0.42073399967790115}",20,4,-4.076591430643516,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.41826661618651206}",20,3,8.276995078374396,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.41580127602546146}",20,0,-120.54125096252469,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",1
349,False,"{'a': 0.9, 'e': 0.41333804082812486}",20,0,-56.77142783573948,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
350,False,"{'a': 0.9, 'e': 0.410876972175254}",35,20,-27.344391481532718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
351,False,"{'a': 0.9, 'e': 0.40841813159343676}",20,11,17.913344206766677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.4059615805535599}",20,1,0.8745780712544358,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.40350738046927137}",25,11,-64.4132272993138,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
354,False,"{'a': 0.9, 'e': 0.4010555926954455}",25,0,-9.962422286232242,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
355,False,"{'a': 0.9, 'e': 0.39860627852664876}",20,14,11.0147050194051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.3961594991956081}",25,18,-1.576248066036047,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.3937153158716791}",20,0,-2.228750772420394,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.3912737896593177}",25,7,10.954020445717303,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.388834981596552}",20,10,5.611456879201155,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.3863989526534565}",25,0,-42.54652871442706,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
361,False,"{'a': 0.9, 'e': 0.38396576373062796}",30,0,-15.744369397090503,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
362,False,"{'a': 0.9, 'e': 0.38153547565766266}",30,3,10.348346677979324,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.379108149191636}",25,13,-32.3176273520955,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
364,False,"{'a': 0.9, 'e': 0.376683845015583}",20,14,10.67071243962329,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.374262623736982}",30,3,-97.08526233804173,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 2}",1
366,False,"{'a': 0.9, 'e': 0.3718445458862386}",20,0,1.4479324131776192,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
367,False,"{'a': 0.9, 'e': 0.3694296719151735}",20,12,4.122643201457883,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
