trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
48,False,"{'a': 0.9, 'e': 0.9856689874260148}",30,0,-115.31242596473875,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
49,False,"{'a': 0.9, 'e': 0.9850686624863176}",20,0,-113.35883133114572,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
50,False,"{'a': 0.9, 'e': 0.9844562108553223}",30,0,-346.66745658631646,"{0: 11, 1: 3, 2: 10, 3: 0, 4: 6}",0
51,False,"{'a': 0.9, 'e': 0.9838316478442878}",20,0,-116.65101859529187,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
52,False,"{'a': 0.9, 'e': 0.9831949890672567}",20,0,-187.36843463237543,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
53,False,"{'a': 0.9, 'e': 0.9825462504406651}",20,0,-45.47283458082441,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
54,False,"{'a': 0.9, 'e': 0.9818854481829453}",25,0,-124.13500341419916,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
55,False,"{'a': 0.9, 'e': 0.9812125988141189}",35,0,-148.14478057179457,"{0: 19, 1: 8, 2: 5, 3: 2, 4: 1}",0
56,False,"{'a': 0.9, 'e': 0.9805277191553854}",20,2,-21.661344069696636,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.9, 'e': 0.9798308263287006}",35,0,-181.3555784227763,"{0: 23, 1: 5, 2: 2, 3: 2, 4: 3}",0
58,False,"{'a': 0.9, 'e': 0.9791219377563486}",25,0,-159.6650795965155,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
59,False,"{'a': 0.9, 'e': 0.9784010711605069}",30,0,-84.80419120212252,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
60,False,"{'a': 0.9, 'e': 0.977668244562803}",20,0,-122.38225277846375,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
61,False,"{'a': 0.9, 'e': 0.9769234762838636}",20,0,-48.76516729878516,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
62,False,"{'a': 0.9, 'e': 0.9761667849428567}",20,0,-35.84820847702102,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
63,False,"{'a': 0.9, 'e': 0.9753981894570266}",20,0,-157.1447259353971,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
64,False,"{'a': 0.9, 'e': 0.9746177090412205}",30,0,-94.51838704965633,"{0: 16, 1: 5, 2: 9, 3: 0, 4: 0}",0
65,False,"{'a': 0.9, 'e': 0.9738253632074079}",20,0,-69.09390936358177,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.9, 'e': 0.9730211717641934}",25,0,-102.01420927639357,"{0: 14, 1: 7, 2: 2, 3: 1, 4: 1}",0
67,False,"{'a': 0.9, 'e': 0.9722051548163215}",30,0,-115.22838976805463,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
68,False,"{'a': 0.9, 'e': 0.971377332764173}",20,15,-2.747199268452481,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.9, 'e': 0.9705377263032565}",25,0,-116.80758872936687,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
70,False,"{'a': 0.9, 'e': 0.9696863564236895}",25,0,-114.68042689521059,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
71,False,"{'a': 0.9, 'e': 0.9688232444096747}",25,0,-145.04576188872602,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
72,False,"{'a': 0.9, 'e': 0.9679484118389674}",30,0,-204.78648797002717,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
73,False,"{'a': 0.9, 'e': 0.9670618805823366}",20,0,-51.23534693731698,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.9, 'e': 0.9661636728030172}",20,0,-143.76489758170058,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
75,False,"{'a': 0.9, 'e': 0.9652538109561571}",25,0,-149.31100627042096,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
76,False,"{'a': 0.9, 'e': 0.9643323177882551}",25,0,-109.52424920804168,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
77,False,"{'a': 0.9, 'e': 0.9633992163365923}",20,0,-69.57060959231211,"{0: 10, 1: 6, 2: 3, 3: 1, 4: 0}",0
78,False,"{'a': 0.9, 'e': 0.9624545299286565}",25,0,-111.47007138246799,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
79,False,"{'a': 0.9, 'e': 0.9614982821815586}",25,0,-76.08109934697485,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
80,False,"{'a': 0.9, 'e': 0.9605304970014426}",20,0,-91.92718380943367,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
81,False,"{'a': 0.9, 'e': 0.9595511985828873}",20,0,-195.2473364325217,"{0: 7, 1: 3, 2: 7, 3: 0, 4: 3}",0
82,False,"{'a': 0.9, 'e': 0.9585604114083026}",20,0,-76.00353679693973,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
83,False,"{'a': 0.9, 'e': 0.9575581602473159}",20,6,-34.04764844360143,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.9, 'e': 0.9565444701561541}",30,0,-82.78974711968465,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
85,False,"{'a': 0.9, 'e': 0.9555193664770169}",20,0,-69.712062031759,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
86,False,"{'a': 0.9, 'e': 0.9544828748374425}",20,0,-68.55971917585265,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.9, 'e': 0.9534350211496683}",25,0,-100.01349941033885,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.9, 'e': 0.9523758316099817}",25,0,-103.15464417885077,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
89,False,"{'a': 0.9, 'e': 0.951305332698066}",35,0,-262.86231062448286,"{0: 21, 1: 2, 2: 5, 3: 3, 4: 4}",0
90,False,"{'a': 0.9, 'e': 0.9502235511763384}",20,8,-14.503536539175006,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
91,False,"{'a': 0.9, 'e': 0.9491305140892805}",20,0,-110.90524214395155,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
92,False,"{'a': 0.9, 'e': 0.9480262487627626}",20,1,-52.07083810624705,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
93,False,"{'a': 0.9, 'e': 0.9469107828033603}",25,0,-159.43816109805815,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
94,False,"{'a': 0.9, 'e': 0.9457841440976644}",20,0,-0.4177304189879739,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.9, 'e': 0.944646360811584}",30,0,-158.1603089519909,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 1}",0
96,False,"{'a': 0.9, 'e': 0.9434974613896421}",25,0,-129.83476478020515,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
97,False,"{'a': 0.9, 'e': 0.9423374745542641}",20,0,-252.6541135095906,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 5}",0
98,False,"{'a': 0.9, 'e': 0.9411664293050608}",20,0,-29.312392848654703,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
99,False,"{'a': 0.9, 'e': 0.9399843549181022}",30,0,-165.39054710233725,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
100,False,"{'a': 0.9, 'e': 0.9387912809451864}",25,0,-111.61847438821971,"{0: 13, 1: 1, 2: 10, 3: 1, 4: 0}",0
101,False,"{'a': 0.9, 'e': 0.9375872372131007}",25,0,-194.98199363968948,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
102,False,"{'a': 0.9, 'e': 0.9363722538228756}",20,0,-60.16706133029984,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
103,False,"{'a': 0.9, 'e': 0.9351463611490327}",25,0,-101.31968443252322,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
104,False,"{'a': 0.9, 'e': 0.933909589838825}",25,8,-53.23428720627101,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 1}",1
105,False,"{'a': 0.9, 'e': 0.9326619708114706}",20,0,-73.79771359734447,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
106,False,"{'a': 0.9, 'e': 0.9314035352573805}",25,0,-137.62312253146945,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
107,False,"{'a': 0.9, 'e': 0.9301343146373778}",20,0,-72.37263753523214,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.9, 'e': 0.9288543406819121}",25,0,-180.5897335960752,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
109,False,"{'a': 0.9, 'e': 0.9275636453902654}",20,3,-118.07770833091948,"{0: 7, 1: 3, 2: 5, 3: 1, 4: 1}",1
110,False,"{'a': 0.9, 'e': 0.9262622610297528}",30,14,-98.71916508624088,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
111,False,"{'a': 0.9, 'e': 0.9249502201349158}",25,9,-29.83831052166826,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
112,False,"{'a': 0.9, 'e': 0.923627555506708}",20,0,-94.1059042288051,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
113,False,"{'a': 0.9, 'e': 0.9222943002116766}",20,0,-132.89429025617076,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
114,False,"{'a': 0.9, 'e': 0.9209504875811343}",30,19,0.7199849103694906,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.9, 'e': 0.919596151210327}",20,0,-131.8213501418448,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
116,False,"{'a': 0.9, 'e': 0.9182313249575935}",20,0,-59.34311117275038,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
117,False,"{'a': 0.9, 'e': 0.9168560429435189}",25,0,-171.2813492465221,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
118,False,"{'a': 0.9, 'e': 0.9154703395500817}",25,0,-137.14514806404864,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
119,False,"{'a': 0.9, 'e': 0.9140742494197951}",35,0,-135.5091187654842,"{0: 23, 1: 2, 2: 5, 3: 5, 4: 0}",0
120,False,"{'a': 0.9, 'e': 0.9126678074548391}",25,0,-50.05935517868395,"{0: 14, 1: 8, 2: 3, 3: 0, 4: 0}",0
121,False,"{'a': 0.9, 'e': 0.91125104881619}",25,0,-35.69435780813405,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
122,False,"{'a': 0.9, 'e': 0.9098240089227397}",25,0,-139.1549403986293,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
123,False,"{'a': 0.9, 'e': 0.9083867234504115}",25,0,-253.16273210973463,"{0: 12, 1: 3, 2: 3, 3: 3, 4: 4}",0
124,False,"{'a': 0.9, 'e': 0.906939228331267}",25,0,-121.62430681525889,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
125,False,"{'a': 0.9, 'e': 0.9054815597526089}",25,0,-54.64332336094327,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
126,False,"{'a': 0.9, 'e': 0.904013754156076}",20,0,-121.50573176454286,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.9, 'e': 0.9025358482367314}",25,0,-109.79404330569666,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
128,False,"{'a': 0.9, 'e': 0.9010478789421463}",30,0,-151.34996385742167,"{0: 20, 1: 1, 2: 3, 3: 5, 4: 1}",0
129,False,"{'a': 0.9, 'e': 0.8995498834714756}",20,0,-115.59277387007337,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
130,False,"{'a': 0.9, 'e': 0.8980418992745279}",20,0,-56.914103277407335,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
131,False,"{'a': 0.9, 'e': 0.8965239640508298}",25,0,-90.09525310556047,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
132,False,"{'a': 0.9, 'e': 0.8949961157486825}",20,0,-96.11976295875343,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
133,False,"{'a': 0.9, 'e': 0.8934583925642143}",25,0,-64.60395710982158,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
134,False,"{'a': 0.9, 'e': 0.8919108329404246}",20,0,-57.067301685028106,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.9, 'e': 0.8903534755662235}",25,0,-122.86787683340552,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
136,False,"{'a': 0.9, 'e': 0.8887863593754639}",25,0,-75.75906949780592,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
137,False,"{'a': 0.9, 'e': 0.8872095235459694}",20,0,-118.03585938276319,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
138,False,"{'a': 0.9, 'e': 0.8856230074985533}",30,6,-79.71254097173467,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 0}",1
139,False,"{'a': 0.9, 'e': 0.8840268508960343}",20,0,-120.96242834562773,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
140,False,"{'a': 0.9, 'e': 0.8824210936422442}",20,5,-83.25024716458562,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 1}",1
141,False,"{'a': 0.9, 'e': 0.8808057758810308}",25,0,-66.46663591692877,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
142,False,"{'a': 0.9, 'e': 0.8791809379952541}",20,0,-182.27757426338687,"{0: 9, 1: 2, 2: 4, 3: 3, 4: 2}",0
143,False,"{'a': 0.9, 'e': 0.8775466206057765}",20,0,-72.34231591573493,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
144,False,"{'a': 0.9, 'e': 0.8759028645704475}",20,0,-91.25499434682237,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
145,False,"{'a': 0.9, 'e': 0.8742497109830826}",20,0,-124.41200827605293,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
146,False,"{'a': 0.9, 'e': 0.8725872011724352}",30,0,-150.67883766695988,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
147,False,"{'a': 0.9, 'e': 0.8709153767011641}",20,0,-72.85239450602928,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
148,False,"{'a': 0.9, 'e': 0.869234279364794}",35,4,-173.53765516669674,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 3}",1
149,False,"{'a': 0.9, 'e': 0.8675439511906706}",25,0,-120.10124070917149,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
150,False,"{'a': 0.9, 'e': 0.8658444344369105}",30,0,-146.21036486333674,"{0: 19, 1: 0, 2: 9, 3: 0, 4: 2}",0
151,False,"{'a': 0.9, 'e': 0.8641357715913437}",30,0,-70.47691237426093,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
152,False,"{'a': 0.9, 'e': 0.8624180053704527}",35,0,-83.23783114965057,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",0
153,False,"{'a': 0.9, 'e': 0.8606911787183031}",20,0,-132.69350595708735,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
154,False,"{'a': 0.9, 'e': 0.8589553348054717}",20,0,-129.44102645997526,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
155,False,"{'a': 0.9, 'e': 0.8572105170279657}",30,0,-137.6305531411774,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
156,False,"{'a': 0.9, 'e': 0.8554567690061387}",20,0,-86.96064600678737,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
157,False,"{'a': 0.9, 'e': 0.8536941345835999}",20,0,-51.551770639037606,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
158,False,"{'a': 0.9, 'e': 0.8519226578261181}",25,0,-92.78280915087772,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
159,False,"{'a': 0.9, 'e': 0.8501423830205199}",20,0,-95.1221577688041,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
160,False,"{'a': 0.9, 'e': 0.8483533546735827}",25,16,-53.01142640774156,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
161,False,"{'a': 0.9, 'e': 0.8465556175109221}",20,0,-56.41761587413025,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
162,False,"{'a': 0.9, 'e': 0.8447492164758735}",20,0,-54.60554536901738,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
163,False,"{'a': 0.9, 'e': 0.8429341967283687}",25,0,-71.52907922857105,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
164,False,"{'a': 0.9, 'e': 0.8411106036438067}",25,0,-174.93102391616816,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
165,False,"{'a': 0.9, 'e': 0.83927848281192}",20,0,-51.781698935429006,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
166,False,"{'a': 0.9, 'e': 0.8374378800356336}",20,14,-0.4164303703399046,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.9, 'e': 0.8355888413299212}",30,0,-173.7486940771894,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
168,False,"{'a': 0.9, 'e': 0.8337314129206541}",25,0,-16.03947592568282,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
169,False,"{'a': 0.9, 'e': 0.8318656412434458}",20,0,-68.30418615713496,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
170,False,"{'a': 0.9, 'e': 0.8299915729424912}",35,0,-80.79529154745889,"{0: 26, 1: 3, 2: 5, 3: 0, 4: 1}",0
171,False,"{'a': 0.9, 'e': 0.8281092548693999}",25,0,-71.01973184147353,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
172,False,"{'a': 0.9, 'e': 0.826218734082026}",20,9,-95.03600949805046,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 2}",1
173,False,"{'a': 0.9, 'e': 0.8243200578432905}",20,0,-161.08098679421363,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
174,False,"{'a': 0.9, 'e': 0.8224132736200006}",30,0,-117.1797394457496,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
175,False,"{'a': 0.9, 'e': 0.8204984290816626}",20,10,-22.89578093241749,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
176,False,"{'a': 0.9, 'e': 0.8185755720992901}",20,0,-21.924948138524883,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
177,False,"{'a': 0.9, 'e': 0.8166447507442076}",20,7,-48.916120409980934,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.9, 'e': 0.8147060132868484}",25,9,-36.60154624646864,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
179,False,"{'a': 0.9, 'e': 0.812759408195548}",20,6,-113.55254244325755,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 2}",1
180,False,"{'a': 0.9, 'e': 0.8108049841353322}",35,0,-91.72795005859692,"{0: 25, 1: 4, 2: 4, 3: 1, 4: 1}",0
181,False,"{'a': 0.9, 'e': 0.8088427899667008}",25,0,-98.14199191384223,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
182,False,"{'a': 0.9, 'e': 0.8068728747444058}",25,0,-72.40326269929855,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
183,False,"{'a': 0.9, 'e': 0.8048952877162251}",30,0,-36.31229303965988,"{0: 21, 1: 6, 2: 3, 3: 0, 4: 0}",0
