trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
486,False,"{'a': 0.1, 'e': 0.12133861538772811}",25,7,27.558990679766033,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.1, 'e': 0.1197107535687435}",25,12,3.676918879942114,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
488,False,"{'a': 0.1, 'e': 0.11809239896111295}",20,7,8.065654114434693,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.1, 'e': 0.11648359202361735}",25,13,17.63779380068682,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.1, 'e': 0.11488437297634624}",20,4,29.087853939144104,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.1, 'e': 0.11329478179969277}",30,20,17.10300064128534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.1, 'e': 0.11171485823335348}",25,13,17.877026888350485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.11014464177533512}",20,9,12.978943012123667,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.1, 'e': 0.10858417168096735}",20,13,10.766077629236309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.1, 'e': 0.10703348696192139}",20,11,16.486340877312408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.1, 'e': 0.10549262638523443}",25,14,-10.75781020814408,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
497,False,"{'a': 0.1, 'e': 0.10396162847234058}",25,0,-12.383825484939152,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
498,False,"{'a': 0.1, 'e': 0.10244053149810783}",35,10,34.07628524983187,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.1, 'e': 0.10092937348988157}",20,14,9.96699074446888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.1, 'e': 0.09942819222653315}",20,16,7.242945699046565,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.1, 'e': 0.09793702523751596}",25,14,12.748584228422498,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.1, 'e': 0.09645590980192692}",25,0,27.76387083403102,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
503,False,"{'a': 0.1, 'e': 0.09498488294757507}",30,20,15.828308705665997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.1, 'e': 0.09352398145005503}",25,8,33.899908385929095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.1, 'e': 0.09207324183182808}",25,8,21.916836737719898,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.1, 'e': 0.0906327003613091}",25,12,18.544134793418802,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.1, 'e': 0.08920239305195998}",25,0,31.00904907956547,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
508,False,"{'a': 0.1, 'e': 0.08778235566138881}",30,15,27.063321100088054,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.1, 'e': 0.08637262369045656}",25,17,3.209963419231496,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.1, 'e': 0.0849732323823888}",25,11,20.109904937643734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.1, 'e': 0.08358421672189564}",25,15,16.98175985295754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.1, 'e': 0.08220561143429617}",25,17,-21.15613156510223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
513,False,"{'a': 0.1, 'e': 0.08083745098465073}",20,0,23.31874783955848,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
514,False,"{'a': 0.1, 'e': 0.07947976957689928}",30,19,-3.2866152324550058,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
515,False,"{'a': 0.1, 'e': 0.07813260115300624}",25,14,21.776224012635264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.1, 'e': 0.07679597939211219}",20,10,17.395532143220812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.1, 'e': 0.07546993770969157}",20,5,15.189766353933436,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.1, 'e': 0.07415450925671718}",20,13,11.087116399372931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.1, 'e': 0.0728497269188319}",20,14,11.312391534457717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.1, 'e': 0.07155562331552634}",25,7,-9.402653436819332,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
521,False,"{'a': 0.1, 'e': 0.0702722307993231}",25,18,-27.878599621522042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.1, 'e': 0.06899958145496826}",35,14,36.660932963817835,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.1, 'e': 0.06773770709862903}",20,11,3.689073077043637,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.1, 'e': 0.06648663927709875}",20,8,23.10489000863376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.1, 'e': 0.06524640926700775}",25,10,25.545957013595512,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.1, 'e': 0.06401704807404174}",20,16,8.093412750099612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.1, 'e': 0.06279858643216629}",20,8,19.63984689849687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.1, 'e': 0.06159105480285926}",25,9,25.060721032973873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.1, 'e': 0.060394483374348384}",20,16,8.116104571687144,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.1, 'e': 0.05920890206085705}",35,18,29.06275009349744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.1, 'e': 0.05803434050185624}",20,8,24.12950325085736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.1, 'e': 0.056870828061323986}",30,7,41.32821851671715,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.1, 'e': 0.05571839382701055}",25,11,8.809603162729191,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.1, 'e': 0.05457706660971179}",30,19,21.10282378933332,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.1, 'e': 0.05344687494254857}",30,15,28.945358416715386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.1, 'e': 0.05232784708025395}",25,15,18.157262273484637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.1, 'e': 0.05122001099846607}",25,10,28.521739057201792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.1, 'e': 0.05012339439302932}",20,14,13.596403420378515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.1, 'e': 0.049038024679301684}",20,12,-38.62240518613241,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
540,False,"{'a': 0.1, 'e': 0.047963928991469396}",20,7,23.370395951602113,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.1, 'e': 0.046901134181868864}",25,18,15.91654576370195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.1, 'e': 0.04584966682031494}",20,11,20.031494080344697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.1, 'e': 0.044809553193436824}",20,11,-6.278186410987122,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
544,False,"{'a': 0.1, 'e': 0.043780819304021}",30,21,17.163564056394552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.1, 'e': 0.04276349087036124}",20,14,10.439815971005931,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.1, 'e': 0.04175759332561535}",20,3,13.884349918072848,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.1, 'e': 0.04076315181716955}",20,13,13.742742879078177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.1, 'e': 0.039780191206009674}",25,13,22.774390393763507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.1, 'e': 0.038808736066099914}",35,21,27.147606723210444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.1, 'e': 0.03784881068376822}",20,10,18.32918798258774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.1, 'e': 0.036900439057099055}",25,20,8.26359353676317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.1, 'e': 0.03596364489533366}",20,13,12.272479764014799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.1, 'e': 0.035038451618277344}",20,2,31.46168036828945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.1, 'e': 0.034124882355713926}",30,16,25.763530421113014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.1, 'e': 0.033222959946827224}",25,20,8.81537305902933,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.1, 'e': 0.032332706939630584}",20,7,13.336184927741098,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.1, 'e': 0.03145414559040283}",25,11,24.31162716663621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.1, 'e': 0.030587297863131913}",25,18,14.322964608746657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.1, 'e': 0.02973218542896583}",25,17,14.353161757231033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.1, 'e': 0.028888829665670857}",20,11,20.813337686276057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.1, 'e': 0.028057251657097326}",20,9,17.74371109111555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.1, 'e': 0.027237472192652046}",25,15,19.305697938087274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.1, 'e': 0.02642951176677888}",25,19,15.434305831241023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.1, 'e': 0.02563339057844649}",20,8,24.137089719480688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.1, 'e': 0.024849128530642972}",30,18,24.98928861034601,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.1, 'e': 0.024076745229878793}",20,9,20.456204348472756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.1, 'e': 0.023316259985696253}",20,13,15.869894100735593,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.1, 'e': 0.022567691810186807}",20,12,13.778196319931348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.1, 'e': 0.02183105941751584}",25,17,15.903723880287565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.1, 'e': 0.021106381223454818}",20,13,13.887273005775238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.1, 'e': 0.020393675344920925}",20,7,13.946615189324465,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.1, 'e': 0.019692959599523885}",25,18,12.080376953450415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.1, 'e': 0.019004251505120806}",20,6,23.989185399492637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.1, 'e': 0.01832756827937837}",25,15,18.550572966792906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.1, 'e': 0.01766292683934184}",20,6,27.022840570200255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.1, 'e': 0.01701034380101263}",20,10,18.087837949967046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.1, 'e': 0.016369835478932615}",25,17,17.18598071053459,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.1, 'e': 0.015741417885776654}",25,11,22.876281228284803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.1, 'e': 0.015125106731951776}",20,11,19.45171445965237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.1, 'e': 0.014520917425204727}",25,16,20.224830156053034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.1, 'e': 0.013928865070236662}",25,11,25.866590032834164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.1, 'e': 0.013348964468325675}",35,24,22.180407936386818,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.1, 'e': 0.012781230116956643}",20,8,22.921328888747404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.1, 'e': 0.012225676209458691}",20,12,2.572874212779932,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.1, 'e': 0.011682316634650525}",25,5,-12.483632114597345,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
586,False,"{'a': 0.1, 'e': 0.011151164976493377}",20,12,13.254982842192792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.1, 'e': 0.010632234513751004}",20,15,8.896337934900373,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.1, 'e': 0.010125538219657892}",20,5,27.299375898503843,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.1, 'e': 0.009631088761594964}",25,10,26.631688434648247,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.1, 'e': 0.00914889850077294}",30,24,9.216932667061789,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.1, 'e': 0.008678979491923311}",25,20,10.703362033079369,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.1, 'e': 0.008221343482996801}",20,0,31.309939079124703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
593,False,"{'a': 0.1, 'e': 0.007776001914869712}",30,20,19.408841557795622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.1, 'e': 0.007342965921058098}",20,10,23.091289098170293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.1, 'e': 0.006922246327439319}",20,12,13.58412660256305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.1, 'e': 0.006513853651981205}",25,11,24.696816642134074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.1, 'e': 0.006117798104479433}",30,20,19.69604159570381,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.1, 'e': 0.005734089586302005}",20,11,17.2213523306505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.1, 'e': 0.005362737690141894}",25,11,28.50661838522203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.1, 'e': 0.005003751699777292}",25,12,23.170909507825392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.1, 'e': 0.0046571405898390705}",20,9,18.68927266011306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.1, 'e': 0.004322913025587072}",20,9,18.07668255508755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.1, 'e': 0.004001077362692895}",25,15,20.681205380293658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.1, 'e': 0.0036916416470314517}",20,12,9.552142952519828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.1, 'e': 0.0033946136144794026}",20,11,19.625216060148016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.1, 'e': 0.0031100006907222033}",20,14,11.722066953446628,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.1, 'e': 0.00283780999106803}",25,16,5.977104750774282,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.1, 'e': 0.002578048320270254}",20,16,8.994643663878637,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.1, 'e': 0.0023307221723570803}",25,13,23.18352530582393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.1, 'e': 0.0020958377304693965}",20,2,28.371975946033796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.1, 'e': 0.0018734008667058988}",20,7,22.879911102260586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.1, 'e': 0.0016634171419767085}",25,10,24.74798766748052,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.1, 'e': 0.001465891805863928}",30,20,21.544304935091063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.1, 'e': 0.0012808297964907456}",20,15,8.934708292426103,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.1, 'e': 0.001108235740397645}",25,10,29.00929277783399,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.1, 'e': 0.0009481139524271653}",25,15,19.4684913256404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.1, 'e': 0.0008004684356155978}",20,10,18.68888696692482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.1, 'e': 0.0006653028810932327}",30,22,18.3762872044716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.1, 'e': 0.0005426206679917667}",25,4,36.34564882143691,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.1, 'e': 0.000432424863360259}",25,7,33.80111188219386,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,11,20.32892495812366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,18,21.10100711377821,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,8.984227621202919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,7,26.797293144442595,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,9,21.725683199350957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,12,13.460868332898455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,25,18.580430924601387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,17,17.367807638504956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,10.53719060049016,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,23,11.337114062236633,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,4,26.053216726551902,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,17,26.550618554744243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,23,13.860985358320136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,17,15.578303446837992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,11,24.944092606347397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,12,26.03157396423944,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,15,18.432014092731322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,16,7.165202175735186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,12,22.833098568977572,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,14,27.90233747928994,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,11,17.792716008982104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",30,19,19.542705043650184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,15,9.734963716017562,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,8,22.30924734235251,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,13,13.427480263108162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,13,24.974928404630163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,11,27.42354659834534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,7,34.46501627467947,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,0,31.355281391336657,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,True,"{'a': 0, 'e': 0}",25,14,21.145115563930013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,15,22.914513393826017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,14,19.876092936973677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,5,26.755261692421474,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,8,24.376043592490223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,9,22.56870668334709,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",30,18,19.46937009786442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,20,8.20302306732732,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,10,29.03197002819907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,19,13.942558909604085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,19,11.223887801243414,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",30,21,18.84787160227814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",30,16,26.423336903508876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,16,19.4527235364597,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",35,24,17.57902118998684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,8,28.895850098504333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,0,33.23588578386927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
47,True,"{'a': 0, 'e': 0}",20,4,34.052173071875046,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,16,18.27538431387005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,15,22.525042360415636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,12,21.47723931464685,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
