trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
301,False,"{'a': 0.1, 'e': 0.5328744316513117}",20,0,-64.8067644307092,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
302,False,"{'a': 0.1, 'e': 0.530379440609693}",20,2,-32.68878405079659,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
303,False,"{'a': 0.1, 'e': 0.5278836900836411}",35,22,-4.967904262997036,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.5253872424667896}",20,13,14.321815380575975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.5228901601701985}",25,0,-78.4200134533223,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
306,False,"{'a': 0.1, 'e': 0.5203925056207955}",25,4,-32.64366642594377,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
307,False,"{'a': 0.1, 'e': 0.517894341259814}",30,1,-62.41617590434408,"{0: 24, 1: 0, 2: 2, 3: 2, 4: 1}",1
308,False,"{'a': 0.1, 'e': 0.515395729541233}",20,5,16.219627825968594,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.1, 'e': 0.5128967329302154}",20,0,-130.60816163337972,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
310,False,"{'a': 0.1, 'e': 0.5103974139015462}",20,9,-4.464602495231844,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.1, 'e': 0.5078978349380711}",30,16,15.797455942710826,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.5053980585291337}",25,0,-80.59080185887369,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",1
313,False,"{'a': 0.1, 'e': 0.5028981471690144}",20,0,-41.303356071490654,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
314,False,"{'a': 0.1, 'e': 0.5003981633553666}",30,16,-24.536825935597903,"{0: 9, 1: 4, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.1, 'e': 0.49789816958765587}",20,16,8.198624168082794,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.4953982283655958}",30,13,-17.11368617455902,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
317,False,"{'a': 0.1, 'e': 0.49289840218758707}",20,0,-14.565756696617886,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
318,False,"{'a': 0.1, 'e': 0.4903987535491537}",35,15,-75.88239417382859,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
319,False,"{'a': 0.1, 'e': 0.4878993449413816}",20,13,9.964613932708888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.48540023884935557}",35,13,-121.75203694304497,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 3}",1
321,False,"{'a': 0.1, 'e': 0.4829014977505981}",25,0,-18.916330344368344,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
322,False,"{'a': 0.1, 'e': 0.48040318411350613}",25,12,-0.572993833356898,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.1, 'e': 0.4779053603957908}",30,18,-9.547005442535164,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.1, 'e': 0.4754080890429147}",20,0,-115.5341378377129,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
325,False,"{'a': 0.1, 'e': 0.47291143248653184}",25,0,-62.00663098194429,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
326,False,"{'a': 0.1, 'e': 0.4704154531429258}",25,13,-60.71270881933043,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
327,False,"{'a': 0.1, 'e': 0.46792021341145046}",25,17,-39.044225901175395,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.1, 'e': 0.4654257756729689}",20,0,-41.469714144525646,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
329,False,"{'a': 0.1, 'e': 0.4629322022882949}",20,6,-36.89765283124138,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.46043955559663297}",30,9,-31.45002571039293,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.4579478979140208}",30,18,-32.918831560163405,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.1, 'e': 0.4554572915317704}",25,11,-26.465009757816176,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.45296779871491194}",30,15,9.869673760911697,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.450479481700636}",20,6,-10.899396740436513,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.44799240269673823}",20,0,-67.9105932495597,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
336,False,"{'a': 0.1, 'e': 0.44550662388006446}",20,0,-2.6475106812913376,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
337,False,"{'a': 0.1, 'e': 0.44302220739495535}",20,15,9.901499181415142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.1, 'e': 0.4405392153516939}",25,6,14.851813506936324,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.1, 'e': 0.4380577098249516}",25,9,-7.8649644438158335,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.43557775285223765}",20,14,-6.624193494048765,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.1, 'e': 0.433099406432347}",25,11,-6.8547331487898235,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.1, 'e': 0.4306227325238112}",30,18,14.654362065808298,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.1, 'e': 0.4281477930433488}",30,0,-47.611148341246775,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
344,False,"{'a': 0.1, 'e': 0.4256746498643182}",25,11,-4.251455284732897,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.4232033648151697}",20,9,-68.42767844711588,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
346,False,"{'a': 0.1, 'e': 0.42073399967790115}",25,19,-13.108290595137063,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.1, 'e': 0.41826661618651206}",20,3,-43.59408806025264,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
348,False,"{'a': 0.1, 'e': 0.41580127602546146}",30,9,-10.217458211992753,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.41333804082812486}",20,16,8.509649837374237,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.410876972175254}",25,11,-67.26949003532552,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
351,False,"{'a': 0.1, 'e': 0.40841813159343676}",20,12,0.9989424359561938,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.4059615805535599}",20,6,-10.816581605740769,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.40350738046927137}",25,4,3.052421368878647,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.1, 'e': 0.4010555926954455}",25,5,-50.13422239043048,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
355,False,"{'a': 0.1, 'e': 0.39860627852664876}",30,15,-9.5049232395193,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.3961594991956081}",20,13,-1.7387592681052662,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.3937153158716791}",25,8,13.65404666159705,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.3912737896593177}",30,21,16.24708710822866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.1, 'e': 0.388834981596552}",35,22,8.99709439301047,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.3863989526534565}",30,0,-48.679954455549584,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.1, 'e': 0.38396576373062796}",20,10,-7.11403346211563,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.38153547565766266}",30,20,-9.57379550212521,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.379108149191636}",25,15,5.431849297900097,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.376683845015583}",20,10,6.570559794676302,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.374262623736982}",20,13,-0.09504530939222477,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.1, 'e': 0.3718445458862386}",20,0,-10.922789169379381,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
367,False,"{'a': 0.1, 'e': 0.3694296719151735}",20,0,-56.647931976961225,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
368,False,"{'a': 0.1, 'e': 0.3670180621955098}",20,16,9.68503840012983,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.1, 'e': 0.3646097770173652}",20,13,3.1069571698466003,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.1, 'e': 0.36220487658774353}",20,0,-16.298229953954262,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
371,False,"{'a': 0.1, 'e': 0.3598034210290304}",25,11,-65.14869602599758,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
372,False,"{'a': 0.1, 'e': 0.3574054703774896}",20,0,-3.9163214720613095,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
373,False,"{'a': 0.1, 'e': 0.3550110845817626}",20,11,8.562589644730274,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.1, 'e': 0.3526203235013695}",20,0,7.645709396515123,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
375,False,"{'a': 0.1, 'e': 0.35023324690521296}",25,17,17.797453728715706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.1, 'e': 0.3478499144700833}",20,6,5.825359463274738,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.1, 'e': 0.34547038577916755}",20,16,4.254321993177889,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.1, 'e': 0.34309472032055877}",30,10,-81.48976014097988,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
379,False,"{'a': 0.1, 'e': 0.34072297748576996}",20,9,11.952359452993964,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.1, 'e': 0.3383552165682482}",25,7,-66.69332542246191,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
381,False,"{'a': 0.1, 'e': 0.33599149676189344}",20,11,7.446200073311512,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.3336318771595773}",20,0,17.14478787737561,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.1, 'e': 0.33127641675166736}",30,14,-14.238865766215126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
384,False,"{'a': 0.1, 'e': 0.32892517442455094}",25,0,20.90112696637395,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
385,False,"{'a': 0.1, 'e': 0.3265782089591636}",30,1,-53.03069765510142,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 2}",1
386,False,"{'a': 0.1, 'e': 0.32423557902952005}",25,3,-47.1041182085434,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
387,False,"{'a': 0.1, 'e': 0.3218973432012463}",25,16,5.28514403669052,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.1, 'e': 0.3195635599301164}",20,9,-43.099135944889774,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
389,False,"{'a': 0.1, 'e': 0.31723428756059047}",25,19,9.081607319269335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.1, 'e': 0.31490958432435656}",20,0,10.776532605591159,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
391,False,"{'a': 0.1, 'e': 0.31258950833887433}",30,0,-79.48122628301206,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
392,False,"{'a': 0.1, 'e': 0.3102741176059227}",20,16,8.58142595290224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.3079634700101494}",25,8,21.06266472689854,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.1, 'e': 0.30565762331762397}",20,2,-3.6519590076838337,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.1, 'e': 0.30335663517439354}",25,14,14.120057908788059,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.1, 'e': 0.30106056310504203}",25,11,17.852851113228606,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.2987694645112513}",20,0,-23.773926414495598,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
398,False,"{'a': 0.1, 'e': 0.2964833966703672}",35,23,-5.896837910049948,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
399,False,"{'a': 0.1, 'e': 0.2942024167339664}",20,15,-34.014185190706456,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.1, 'e': 0.2919265817264288}",25,14,20.07449446284315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.1, 'e': 0.28965594854351084}",20,12,15.076955409515534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.1, 'e': 0.2873905739509237}",20,11,-24.696523570249973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
403,False,"{'a': 0.1, 'e': 0.2851305145829146}",25,13,9.236328021453813,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.1, 'e': 0.2828758269408498}",20,10,10.37785850699154,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.1, 'e': 0.2806265673918029}",20,8,5.0005395564669115,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.1, 'e': 0.27838279216714534}",20,12,-39.64982329048215,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
407,False,"{'a': 0.1, 'e': 0.2761445573611413}",20,1,30.85897766307567,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.1, 'e': 0.27391191892954403}",20,9,-20.894270590827105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.1, 'e': 0.27168493268819816}",30,10,20.97566814838501,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.1, 'e': 0.26946365431164365}",20,10,5.721646266341102,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.1, 'e': 0.26724813933172403}",25,0,-15.969407562486525,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
412,False,"{'a': 0.1, 'e': 0.2650384431361989}",30,19,21.503535177908873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.1, 'e': 0.26283462096735777}",20,3,27.150501457928552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.1, 'e': 0.2606367279206401}",20,8,13.465488586085531,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.1, 'e': 0.25844481894325744}",20,11,-5.470895068935627,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.1, 'e': 0.2562589488328203}",20,8,6.619272172942605,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.1, 'e': 0.2540791722359676}",20,7,-28.81100685040622,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
418,False,"{'a': 0.1, 'e': 0.2519055436470006}",25,17,6.483781833454243,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.1, 'e': 0.24973811740652063}",20,1,5.223459623984889,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.1, 'e': 0.24757694770007127}",25,14,-20.12274634250086,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.24542208855678233}",30,16,18.675517637440805,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.1, 'e': 0.24327359384802028}",20,0,28.788074694071103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.1, 'e': 0.24113151728604065}",20,10,-0.3980848847717562,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.1, 'e': 0.23899591242264634}",25,14,5.099115446035137,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.1, 'e': 0.23686683264784753}",25,0,-83.90286981059528,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
426,False,"{'a': 0.1, 'e': 0.23474433118852767}",25,12,25.80223784741973,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.2326284611071125}",25,1,-74.15749217591225,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
428,False,"{'a': 0.1, 'e': 0.23051927530024424}",20,7,26.222744943903297,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.1, 'e': 0.2284168264974581}",25,13,21.780747219834048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.1, 'e': 0.2263211672598645}",20,13,12.41596108377726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.1, 'e': 0.22423234997883518}",20,0,1.8340212707142511,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
432,False,"{'a': 0.1, 'e': 0.22215042687469366}",25,17,7.061153427069067,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.1, 'e': 0.22007544999540896}",20,7,7.374659523868502,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.1, 'e': 0.21800747121529496}",25,15,11.566994871218085,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.1, 'e': 0.21594654223371335}",20,3,18.311688690073886,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.1, 'e': 0.21389271457378162}",20,12,13.91474170904868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.1, 'e': 0.2118460395810841}",30,7,-17.596207090405336,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 0}",1
438,False,"{'a': 0.1, 'e': 0.2098065684223891}",25,0,27.889765876112335,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
439,False,"{'a': 0.1, 'e': 0.20777435208436928}",35,21,22.50275507710921,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.1, 'e': 0.2057494413723271}",20,9,20.414748736814204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.1, 'e': 0.20373188690892524}",20,10,16.017415643290345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.1, 'e': 0.20172173913292007}",25,7,-11.583331093499748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
443,False,"{'a': 0.1, 'e': 0.19971904829790127}",30,14,-22.613761227801465,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
444,False,"{'a': 0.1, 'e': 0.19772386447103518}",25,17,15.721922810697722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.1, 'e': 0.19573623753181396}",20,11,18.03814370968326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.1, 'e': 0.19375621717080743}",20,11,-27.58897575109603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
447,False,"{'a': 0.1, 'e': 0.19178385288842142}",20,6,25.639743559996827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.1, 'e': 0.1898191939936601}",20,0,12.942104083352454,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.1, 'e': 0.18786228960289392}",20,5,28.576071876844562,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.1, 'e': 0.1859131886386305}",30,16,2.81645955966255,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.1, 'e': 0.1839719398282924}",20,8,7.355712581225302,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.1, 'e': 0.18203859170299863}",30,13,5.243624630196871,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.1, 'e': 0.18011319259635206}",30,7,8.72463333409242,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
454,False,"{'a': 0.1, 'e': 0.17819579064322977}",20,3,-37.94486076239492,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
455,False,"{'a': 0.1, 'e': 0.17628643377858078}",20,15,2.054063229977097,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.1, 'e': 0.17438516973622709}",20,10,-1.7467312914772735,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.1, 'e': 0.17249204604767104}",20,9,0.18569613156439813,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
458,False,"{'a': 0.1, 'e': 0.17060711004090617}",25,11,8.340741671835481,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.16873040883923435}",20,15,9.084707840480533,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.1, 'e': 0.16686198936008784}",20,5,3.886883728105594,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
461,False,"{'a': 0.1, 'e': 0.16500189831385653}",30,6,31.512238972735844,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.1, 'e': 0.16315018220271954}",20,5,26.341381536063324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.1, 'e': 0.16130688731948328}",25,12,8.730578480785676,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.1, 'e': 0.15947205974642376}",20,10,3.918392746531379,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.1, 'e': 0.15764574535413461}",25,13,24.130934593852082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.1, 'e': 0.15582798980038087}",25,13,9.238329219806104,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.1, 'e': 0.15401883852895648}",20,9,19.877324598562083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.1, 'e': 0.152218336768549}",20,9,10.700935549746216,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.1, 'e': 0.15042652953160857}",20,11,17.698552756857904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.1, 'e': 0.14864346161322306}",20,5,25.404282839074483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.1, 'e': 0.1468691775899974}",20,0,35.63948883820052,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
472,False,"{'a': 0.1, 'e': 0.14510372181893977}",20,9,6.920816393307475,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.1, 'e': 0.14334713843635238}",25,16,-8.70276188387751,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
474,False,"{'a': 0.1, 'e': 0.14159947135672857}",30,10,10.955170889151763,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.1, 'e': 0.13986076427165411}",20,14,10.76973340012741,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.1, 'e': 0.13813106064871572}",20,9,23.868906291955806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.1, 'e': 0.13641040373041358}",20,11,6.380213006201769,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.1, 'e': 0.13469883653308135}",25,19,8.62299203158786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.1, 'e': 0.13299640184580974}",20,13,5.08939577098525,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.13130314222937728}",25,8,13.331733500545662,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.1, 'e': 0.12961910001518595}",30,13,32.79925667305594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.1, 'e': 0.12794431730420375}",25,7,19.696243643539326,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.1, 'e': 0.12627883596591105}",20,5,-14.782660949552477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.1, 'e': 0.12462269763725453}",30,18,9.12985891267679,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.1, 'e': 0.12297594372160614}",20,0,-25.297564090844055,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
